"id","name","description","wbs","current_status","Resource","PlannedStartDate","PlannedEndDate","ActualStartDate","ActualEndDate","action","predecessor_successor","progress","assigned_to","proj_id","created_at","updated_at","ActualResource"
"1465","Define program success factors ","Program Success factors need to be both short term and long term. Should include POC success factors in the CC phase","1.1.13.1",1,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"14","2024-06-26 12:25:36.762925","2024-06-26 12:25:36.762925",NULL
"1466","Communication Plan","","1.1.14",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"14","2024-06-26 12:25:36.851833","2024-06-26 12:25:36.851833",NULL
"1467","Stakeholder engagement plan","","1.1.14.1",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"14","2024-06-26 12:25:36.939191","2024-06-26 12:25:36.939191",NULL
"1468","Communication Plan","","1.1.14.2",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"14","2024-06-26 12:25:37.026986","2024-06-26 12:25:37.026986",NULL
"1469","Create program charter document","","1.1.15",1,"","2009-04-28 08:00:00","2009-04-30 17:00:00","2009-04-28 08:00:00","2009-04-30 17:00:00","","",0,NULL,"14","2024-06-26 12:25:37.118403","2024-06-26 12:25:37.118403",NULL
"1470","Develop charter slides","","1.1.16",1,"","2009-04-29 08:00:00","2009-04-30 17:00:00","2009-04-29 08:00:00","2009-04-30 17:00:00","","",0,NULL,"14","2024-06-26 12:25:37.207313","2024-06-26 12:25:37.207313",NULL
"1471","Sign off on initial project charter document","","1.1.17",1,"","2009-05-06 08:00:00","2009-05-06 08:00:00","2009-05-06 08:00:00","2009-05-06 08:00:00","","",0,NULL,"14","2024-06-26 12:25:37.290979","2024-06-26 12:25:37.290979",NULL
"1472","BUSINESS COMMIT PHASE","","1.2",1,"","2009-04-14 08:00:00","2009-05-28 08:00:00","2009-04-14 08:00:00","2009-05-28 08:00:00","","",0,NULL,"14","2024-06-26 12:25:37.36957","2024-06-26 12:25:37.36957",NULL
"1473","Design components of data governance framework","","1.2.1",1,"","2009-04-14 08:00:00","2009-05-28 08:00:00","2009-04-14 08:00:00","2009-05-28 08:00:00","","",0,NULL,"14","2024-06-26 12:25:37.44979","2024-06-26 12:25:37.44979",NULL
"1474","Data quality framework","","1.2.1.1",1,"","2009-04-14 08:00:00","2009-05-25 17:00:00","2009-04-14 08:00:00","2009-05-25 17:00:00","","",0,NULL,"14","2024-06-26 12:25:37.529995","2024-06-26 12:25:37.529995",NULL
"1475","DEFINE data quality steps and processes","","1.2.1.1.1",1,"","2009-04-14 08:00:00","2009-04-17 17:00:00","2009-04-14 08:00:00","2009-04-17 17:00:00","","",0,NULL,"14","2024-06-26 12:25:37.610221","2024-06-26 12:25:37.610221",NULL
"1476","Identify and define data quality standards","","1.2.1.1.2",1,"","2009-04-20 08:00:00","2009-04-21 17:00:00","2009-04-20 08:00:00","2009-04-21 17:00:00","","",0,NULL,"14","2024-06-26 12:25:37.685892","2024-06-26 12:25:37.685892",NULL
"1477","Define execution steps and roles for data quality framework","","1.2.1.1.3",1,"","2009-05-01 08:00:00","2009-05-07 17:00:00","2009-05-01 08:00:00","2009-05-07 17:00:00","","",0,NULL,"14","2024-06-26 12:25:37.766806","2024-06-26 12:25:37.766806",NULL
"1478","Define alignment scope with DQIm processes","","1.2.1.1.4",1,"","2009-04-29 08:00:00","2009-05-01 17:00:00","2009-04-29 08:00:00","2009-05-01 17:00:00","","",0,NULL,"14","2024-06-26 12:25:37.851526","2024-06-26 12:25:37.851526",NULL
"1479","Identify use case for data quality framework - Scope for use case","","1.2.1.1.5",1,"","2009-05-12 08:00:00","2009-05-14 17:00:00","2009-05-12 08:00:00","2009-05-14 17:00:00","","",0,NULL,"14","2024-06-26 12:25:37.938404","2024-06-26 12:25:37.938404",NULL
"1480","Collect information/processes/data for the use case (preliminary)","","1.2.1.1.6",1,"","2009-05-12 08:00:00","2009-05-18 17:00:00","2009-05-12 08:00:00","2009-05-18 17:00:00","","",0,NULL,"14","2024-06-26 12:25:38.023053","2024-06-26 12:25:38.023053",NULL
"1481","Define requirements for use case","","1.2.1.1.7",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"14","2024-06-26 12:25:38.106747","2024-06-26 12:25:38.106747",NULL
"1482","Analyze findings and design use case process steps","","1.2.1.1.8",1,"","2009-05-18 08:00:00","2009-05-20 17:00:00","2009-05-18 08:00:00","2009-05-20 17:00:00","","",0,NULL,"14","2024-06-26 12:25:38.190863","2024-06-26 12:25:38.190863",NULL
"1483","Document analysis and resulting business case in BC preso","","1.2.1.1.9",1,"","2009-05-21 08:00:00","2009-05-25 17:00:00","2009-05-21 08:00:00","2009-05-25 17:00:00","","",0,NULL,"14","2024-06-26 12:25:38.274048","2024-06-26 12:25:38.274048",NULL
"1484","MEASURE Data Quality","","1.2.1.2",1,"","2009-05-04 08:00:00","2009-05-14 17:00:00","2009-05-04 08:00:00","2009-05-14 17:00:00","","",0,NULL,"14","2024-06-26 12:25:38.358677","2024-06-26 12:25:38.358677",NULL
"1485","Define data quality metrics for Scope","","1.2.1.2.1",1,"","2009-05-04 08:00:00","2009-05-14 17:00:00","2009-05-04 08:00:00","2009-05-14 17:00:00","","",0,NULL,"14","2024-06-26 12:25:38.447679","2024-06-26 12:25:38.447679",NULL
"1486","Review data quality steps and standards for Perfect Order","","1.2.1.2.1.1",1,"","2009-05-04 08:00:00","2009-05-08 17:00:00","2009-05-04 08:00:00","2009-05-08 17:00:00","","",0,NULL,"14","2024-06-26 12:25:38.52644","2024-06-26 12:25:38.52644",NULL
"1487","ANALYZE data quality metrics for perfect order","Due to constrains in availability of data, focused on end to end process for perfect order and quality/Governance opportunities","1.2.1.2.1.2",1,"","2009-05-11 08:00:00","2009-05-14 17:00:00","2009-05-11 08:00:00","2009-05-14 17:00:00","","",0,NULL,"14","2024-06-26 12:25:38.610245","2024-06-26 12:25:38.610245",NULL
"1488","DESIGN data quality metrics for Perfect Order","","1.2.1.2.1.3",1,"","2009-05-11 08:00:00","2009-05-14 17:00:00","2009-05-11 08:00:00","2009-05-14 17:00:00","","",0,NULL,"14","2024-06-26 12:25:38.694723","2024-06-26 12:25:38.694723",NULL
"1489","Data Governance cycle","","1.2.1.3",1,"","2009-05-13 08:00:00","2009-05-21 17:00:00","2009-05-13 08:00:00","2009-05-21 17:00:00","","",0,NULL,"14","2024-06-26 12:25:38.774927","2024-06-26 12:25:38.774927",NULL
"1490","DESIGN Key data governance processes","","1.2.1.3.1",1,"","2009-05-13 08:00:00","2009-05-19 17:00:00","2009-05-13 08:00:00","2009-05-19 17:00:00","","",0,NULL,"14","2024-06-26 12:25:38.854996","2024-06-26 12:25:38.854996",NULL
"1491","Define RACI for these processes","Require to validate RACI with sponsors","1.2.1.3.2",1,"","2009-05-20 08:00:00","2009-05-21 17:00:00","2009-05-20 08:00:00","2009-05-21 17:00:00","","",0,NULL,"14","2024-06-26 12:25:38.942456","2024-06-26 12:25:38.942456",NULL
"1492","Definitions of key components","","1.2.1.4",1,"","2009-04-27 08:00:00","2009-05-19 17:00:00","2009-04-27 08:00:00","2009-05-19 17:00:00","","",0,NULL,"14","2024-06-26 12:25:39.026507","2024-06-26 12:25:39.026507",NULL
"1493","Agreed upon definitions for key data roles - RACI for key data roles","","1.2.1.4.1",1,"","2009-04-27 08:00:00","2009-04-28 17:00:00","2009-04-27 08:00:00","2009-04-28 17:00:00","","",0,NULL,"14","2024-06-26 12:25:39.115127","2024-06-26 12:25:39.115127",NULL
"1494","Definitions documented for data artifacts(BDO, metrics etc)","","1.2.1.4.2",1,"","2009-05-13 08:00:00","2009-05-14 17:00:00","2009-05-13 08:00:00","2009-05-14 17:00:00","","",0,NULL,"14","2024-06-26 12:25:39.194466","2024-06-26 12:25:39.194466",NULL
"1495","Definitions stored in a standard format and location","","1.2.1.4.3",1,"","2009-05-15 08:00:00","2009-05-19 17:00:00","2009-05-15 08:00:00","2009-05-19 17:00:00","","",0,NULL,"14","2024-06-26 12:25:39.28267","2024-06-26 12:25:39.28267",NULL
"1496","Data management office","","1.2.1.5",1,"","2009-04-16 08:00:00","2009-05-01 17:00:00","2009-04-16 08:00:00","2009-05-01 17:00:00","","",0,NULL,"14","2024-06-26 12:25:39.368258","2024-06-26 12:25:39.368258",NULL
"1497","Defining structure for data management office","","1.2.1.5.1",1,"","2009-04-16 08:00:00","2009-04-24 17:00:00","2009-04-16 08:00:00","2009-04-24 17:00:00","","",0,NULL,"14","2024-06-26 12:25:39.451456","2024-06-26 12:25:39.451456",NULL
"1498","VERIFY structure against data quality framework ","","1.2.1.5.2",1,"","2009-04-27 08:00:00","2009-05-01 17:00:00","2009-04-27 08:00:00","2009-05-01 17:00:00","","",0,NULL,"14","2024-06-26 12:25:39.539551","2024-06-26 12:25:39.539551",NULL
"1499","Tools","","1.2.1.6",1,"","2009-05-01 08:00:00","2009-05-14 17:00:00","2009-05-01 08:00:00","2009-05-14 17:00:00","","",0,NULL,"14","2024-06-26 12:25:39.623436","2024-06-26 12:25:39.623436",NULL
"1500","Identify tools for data quality (dataFlux)","","1.2.1.6.1",1,"","2009-05-01 08:00:00","2009-05-07 17:00:00","2009-05-01 08:00:00","2009-05-07 17:00:00","","",0,NULL,"14","2024-06-26 12:25:39.71123","2024-06-26 12:25:39.71123",NULL
"1501","Prototype data quality use case","Moved this to Concept Commit","1.2.1.6.2",1,"","2009-05-08 08:00:00","2009-05-14 17:00:00","2009-05-08 08:00:00","2009-05-14 17:00:00","","",0,NULL,"14","2024-06-26 12:25:39.794994","2024-06-26 12:25:39.794994",NULL
"1502","Data Policies and procedures","","1.2.1.7",1,"","2009-05-13 08:00:00","2009-05-26 17:00:00","2009-05-13 08:00:00","2009-05-26 17:00:00","","",0,NULL,"14","2024-06-26 12:25:39.878649","2024-06-26 12:25:39.878649",NULL
"1503","Identify high level  business policies for data governance","","1.2.1.7.1",1,"","2009-05-13 08:00:00","2009-05-26 17:00:00","2009-05-13 08:00:00","2009-05-26 17:00:00","","",0,NULL,"14","2024-06-26 12:25:39.966676","2024-06-26 12:25:39.966676",NULL
"1504","Define scope, organization..","Moved this to Concept Commit","1.2.1.7.1.1",1,"","2009-05-13 08:00:00","2009-05-13 17:00:00","2009-05-13 08:00:00","2009-05-13 17:00:00","","",0,NULL,"14","2024-06-26 12:25:40.046534","2024-06-26 12:25:40.046534",NULL
"1505","Define Controls","Moved to Concept Commit","1.2.1.7.1.2",1,"","2009-05-18 08:00:00","2009-05-20 17:00:00","2009-05-18 08:00:00","2009-05-20 17:00:00","","",0,NULL,"14","2024-06-26 12:25:40.130755","2024-06-26 12:25:40.130755",NULL
"1506","Define issue resolution cycle and corresponding roles","Moved to CC","1.2.1.7.1.3",1,"","2009-05-14 08:00:00","2009-05-20 17:00:00","2009-05-14 08:00:00","2009-05-20 17:00:00","","",0,NULL,"14","2024-06-26 12:25:40.215606","2024-06-26 12:25:40.215606",NULL
"1507","Define change management process as part of data governance","Moved to CC","1.2.1.7.1.4",1,"","2009-05-20 08:00:00","2009-05-26 17:00:00","2009-05-20 08:00:00","2009-05-26 17:00:00","","",0,NULL,"14","2024-06-26 12:25:40.302533","2024-06-26 12:25:40.302533",NULL
"1508","benchmark with leading practices","Moved to CC","1.2.1.7.1.5",1,"","2009-05-13 08:00:00","2009-05-19 17:00:00","2009-05-13 08:00:00","2009-05-19 17:00:00","","",0,NULL,"14","2024-06-26 12:25:40.38695","2024-06-26 12:25:40.38695",NULL
"1509","Communication to stakeholders","","1.2.1.8",1,"","2009-05-18 08:00:00","2009-05-26 17:00:00","2009-05-18 08:00:00","2009-05-26 17:00:00","","",0,NULL,"14","2024-06-26 12:25:40.47062","2024-06-26 12:25:40.47062",NULL
"1510","Communicate BC deliverables to stakeholders","","1.2.1.8.1",1,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"14","2024-06-26 12:25:40.554648","2024-06-26 12:25:40.554648",NULL
"1511","Resolve any stakeholder issues","","1.2.1.8.2",1,"","2009-05-20 08:00:00","2009-05-26 17:00:00","2009-05-20 08:00:00","2009-05-26 17:00:00","","",0,NULL,"14","2024-06-26 12:25:40.638697","2024-06-26 12:25:40.638697",NULL
"1512","Business Commit gate - Sign off ","","1.2.1.9",1,"","2009-05-28 08:00:00","2009-05-28 08:00:00","2009-05-28 08:00:00","2009-05-28 08:00:00","","",0,NULL,"14","2024-06-26 12:25:40.722678","2024-06-26 12:25:40.722678",NULL
"1513","CONCEPT COMMIT PHASE","","1.3",1,"","2009-06-08 08:00:00","2009-10-23 17:00:00","2009-06-08 08:00:00","2009-10-23 17:00:00","","",0,NULL,"14","2024-06-26 12:25:40.806734","2024-06-26 12:25:40.806734",NULL
"1514","Data Governance Program POC ","","1.3.1",1,"","2009-06-08 08:00:00","2009-08-13 12:00:00","2009-06-08 08:00:00","2009-08-13 12:00:00","","",0,NULL,"14","2024-06-26 12:25:40.890614","2024-06-26 12:25:40.890614",NULL
"1515","POC requirements","","1.3.1.1",1,"","2009-06-08 08:00:00","2009-08-10 12:00:00","2009-06-08 08:00:00","2009-08-10 12:00:00","","",0,NULL,"14","2024-06-26 12:25:40.97891","2024-06-26 12:25:40.97891",NULL
"1516","Scope and BRD","","1.3.1.1.1",1,"","2009-06-08 08:00:00","2009-07-10 17:00:00","2009-06-08 08:00:00","2009-07-10 17:00:00","","",0,NULL,"14","2024-06-26 12:25:41.06382","2024-06-26 12:25:41.06382",NULL
"1517","Define and document scope of POC","","1.3.1.1.1.1",1,"","2009-06-08 08:00:00","2009-06-26 17:00:00","2009-06-08 08:00:00","2009-06-26 17:00:00","","",0,NULL,"14","2024-06-26 12:25:41.146541","2024-06-26 12:25:41.146541",NULL
"1518","Idenify all stakeholders for POC","Working on stakeholders for Item Hub","1.3.1.1.1.2",1,"","2009-06-29 08:00:00","2009-06-29 17:00:00","2009-06-29 08:00:00","2009-06-29 17:00:00","","",0,NULL,"14","2024-06-26 12:25:41.226499","2024-06-26 12:25:41.226499",NULL
"1519","Item Setup POC","RISK given the delays since 6/17/09 for alignment with BIDS","1.3.1.1.1.2.1",1,"","2009-06-29 08:00:00","2009-06-29 17:00:00","2009-06-29 08:00:00","2009-06-29 17:00:00","","",0,NULL,"14","2024-06-26 12:25:41.314284","2024-06-26 12:25:41.314284",NULL
"1520","Perfect Order OTS metric","","1.3.1.1.1.2.2",1,"","2009-06-29 08:00:00","2009-06-29 17:00:00","2009-06-29 08:00:00","2009-06-29 17:00:00","","",0,NULL,"14","2024-06-26 12:25:41.394779","2024-06-26 12:25:41.394779",NULL
"1521","Communicate POC OTS scope, resource and support requirements to stakeholders","","1.3.1.1.1.3",1,"","2009-06-30 08:00:00","2009-07-01 17:00:00","2009-06-30 08:00:00","2009-07-01 17:00:00","","",0,NULL,"14","2024-06-26 12:25:41.474628","2024-06-26 12:25:41.474628",NULL
"1522","Document data quality and governance requrements for POC - BRD (OTS and Item)","","1.3.1.1.1.4",1,"","2009-06-29 08:00:00","2009-07-08 17:00:00","2009-06-29 08:00:00","2009-07-08 17:00:00","","",0,NULL,"14","2024-06-26 12:25:41.566617","2024-06-26 12:25:41.566617",NULL
"1523","Validate requirements with Biz and IT SMEs (OTS and Item)","","1.3.1.1.1.5",1,"","2009-07-09 08:00:00","2009-07-10 17:00:00","2009-07-09 08:00:00","2009-07-10 17:00:00","","",0,NULL,"14","2024-06-26 12:25:41.659504","2024-06-26 12:25:41.659504",NULL
"1524","Identify resources, dependencies and mitigation plan","","1.3.1.1.1.6",1,"","2009-07-02 08:00:00","2009-07-07 17:00:00","2009-07-02 08:00:00","2009-07-07 17:00:00","","",0,NULL,"14","2024-06-26 12:25:41.741622","2024-06-26 12:25:41.741622",NULL
"1525","Data collection plan","","1.3.1.1.2",1,"","2009-07-06 08:00:00","2009-07-15 17:00:00","2009-07-06 08:00:00","2009-07-15 17:00:00","","",0,NULL,"14","2024-06-26 12:25:41.832046","2024-06-26 12:25:41.832046",NULL
"1526","Define data collection plan (append BRD)","","1.3.1.1.2.1",1,"","2009-07-06 08:00:00","2009-07-15 17:00:00","2009-07-06 08:00:00","2009-07-15 17:00:00","","",0,NULL,"14","2024-06-26 12:25:41.914456","2024-06-26 12:25:41.914456",NULL
"1527","Test Plan","","1.3.1.1.3",1,"","2009-07-10 08:00:00","2009-07-17 17:00:00","2009-07-10 08:00:00","2009-07-17 17:00:00","","",0,NULL,"14","2024-06-26 12:25:41.998779","2024-06-26 12:25:41.998779",NULL
"1528","Define test plan","","1.3.1.1.3.1",1,"","2009-07-16 08:00:00","2009-07-17 17:00:00","2009-07-16 08:00:00","2009-07-17 17:00:00","","",0,NULL,"14","2024-06-26 12:25:42.097737","2024-06-26 12:25:42.097737",NULL
"1529","Allocate resources and obtain commitment from Managers","","1.3.1.1.3.2",1,"","2009-07-10 08:00:00","2009-07-13 12:00:00","2009-07-10 08:00:00","2009-07-13 12:00:00","","",0,NULL,"14","2024-06-26 12:25:42.177709","2024-06-26 12:25:42.177709",NULL
"1530","BRD sign off","","1.3.1.1.3.3",1,"","2009-07-17 17:00:00","2009-07-17 17:00:00","2009-07-17 17:00:00","2009-07-17 17:00:00","","",0,NULL,"14","2024-06-26 12:25:42.257845","2024-06-26 12:25:42.257845",NULL
"1531","Execute Data quality and data governance for defined scope","","1.3.1.1.4",1,"","2009-06-29 08:00:00","2009-08-10 12:00:00","2009-06-29 08:00:00","2009-08-10 12:00:00","","",0,NULL,"14","2024-06-26 12:25:42.341626","2024-06-26 12:25:42.341626",NULL
"1532","Collect actual data per data collection plan","","1.3.1.1.4.1",1,"","2009-07-20 08:00:00","2009-07-24 17:00:00","2009-07-20 08:00:00","2009-07-24 17:00:00","","",0,NULL,"14","2024-06-26 12:25:42.421964","2024-06-26 12:25:42.421964",NULL
"1533","POC: Using DataFlux execute data quality & governance requirements ","","1.3.1.1.4.2",1,"","2009-07-27 08:00:00","2009-07-29 12:00:00","2009-07-27 08:00:00","2009-07-29 12:00:00","","",0,NULL,"14","2024-06-26 12:25:42.501526","2024-06-26 12:25:42.501526",NULL
"1534","Perfect Order POC","","1.3.1.1.4.2.1",1,"","2009-07-27 08:00:00","2009-07-29 12:00:00","2009-07-27 08:00:00","2009-07-29 12:00:00","","",0,NULL,"14","2024-06-26 12:25:42.581264","2024-06-26 12:25:42.581264",NULL
"1535","Establish data quality scorecard","","1.3.1.1.4.3",1,"","2009-07-20 08:00:00","2009-07-31 12:00:00","2009-07-20 08:00:00","2009-07-31 12:00:00","","",0,NULL,"14","2024-06-26 12:25:42.661609","2024-06-26 12:25:42.661609",NULL
"1536","Perfect Order POC","","1.3.1.1.4.3.1",1,"","2009-07-20 08:00:00","2009-07-21 17:00:00","2009-07-20 08:00:00","2009-07-21 17:00:00","","",0,NULL,"14","2024-06-26 12:25:42.73765","2024-06-26 12:25:42.73765",NULL
"1537","Validate results with SMEs","","1.3.1.1.4.3.2",1,"","2009-07-29 13:00:00","2009-07-31 12:00:00","2009-07-29 13:00:00","2009-07-31 12:00:00","","",0,NULL,"14","2024-06-26 12:25:42.821526","2024-06-26 12:25:42.821526",NULL
"1538","Perfect Order POC","","1.3.1.1.4.3.2.1",1,"","2009-07-29 13:00:00","2009-07-31 12:00:00","2009-07-29 13:00:00","2009-07-31 12:00:00","","",0,NULL,"14","2024-06-26 12:25:42.90237","2024-06-26 12:25:42.90237",NULL
"1539","Validate proposed governance structure and RACI with results and actions","","1.3.1.1.4.4",1,"","2009-07-29 13:00:00","2009-07-31 12:00:00","2009-07-29 13:00:00","2009-07-31 12:00:00","","",0,NULL,"14","2024-06-26 12:25:42.982494","2024-06-26 12:25:42.982494",NULL
"1540","Document results for Concept Commit","","1.3.1.1.4.5",1,"","2009-07-31 13:00:00","2009-08-03 12:00:00","2009-07-31 13:00:00","2009-08-03 12:00:00","","",0,NULL,"14","2024-06-26 12:25:43.062471","2024-06-26 12:25:43.062471",NULL
"1541"," POC success measures","","1.3.1.1.4.6",1,"","2009-07-06 08:00:00","2009-07-21 17:00:00","2009-07-06 08:00:00","2009-07-21 17:00:00","","",0,NULL,"14","2024-06-26 12:25:43.14254","2024-06-26 12:25:43.14254",NULL
"1542","Define POC success measures for PO and Item","","1.3.1.1.4.6.1",1,"","2009-07-06 08:00:00","2009-07-08 17:00:00","2009-07-06 08:00:00","2009-07-08 17:00:00","","",0,NULL,"14","2024-06-26 12:25:43.222496","2024-06-26 12:25:43.222496",NULL
"1543","Validate POC success measures with sponsors","","1.3.1.1.4.6.2",1,"","2009-07-16 08:00:00","2009-07-21 17:00:00","2009-07-16 08:00:00","2009-07-21 17:00:00","","",0,NULL,"14","2024-06-26 12:25:43.307356","2024-06-26 12:25:43.307356",NULL
"1544","Define Broader Launch Plan ","","1.3.1.1.4.7",1,"","2009-06-29 08:00:00","2009-07-17 17:00:00","2009-06-29 08:00:00","2009-07-17 17:00:00","","",0,NULL,"14","2024-06-26 12:25:43.386629","2024-06-26 12:25:43.386629",NULL
"1545","Identify and analyze stakeholders for Program launch - Go Live","","1.3.1.1.4.7.1",1,"","2009-06-29 08:00:00","2009-07-01 17:00:00","2009-06-29 08:00:00","2009-07-01 17:00:00","","",0,NULL,"14","2024-06-26 12:25:43.466373","2024-06-26 12:25:43.466373",NULL
"1546","Identify all resources required for Go-Live","","1.3.1.1.4.7.2",1,"","2009-07-13 08:00:00","2009-07-14 17:00:00","2009-07-13 08:00:00","2009-07-14 17:00:00","","",0,NULL,"14","2024-06-26 12:25:43.54637","2024-06-26 12:25:43.54637",NULL
"1547","Create plan for certifiying 1 cross-functional BDO owned by CVCM - Target completion Q1FY10 (pending input)","","1.3.1.1.4.7.3",1,"","2009-07-06 08:00:00","2009-07-08 17:00:00","2009-07-06 08:00:00","2009-07-08 17:00:00","","",0,NULL,"14","2024-06-26 12:25:43.623159","2024-06-26 12:25:43.623159",NULL
"1548","Identify resources required for certifications","","1.3.1.1.4.7.4",1,"","2009-07-06 08:00:00","2009-07-08 17:00:00","2009-07-06 08:00:00","2009-07-08 17:00:00","","",0,NULL,"14","2024-06-26 12:25:43.702271","2024-06-26 12:25:43.702271",NULL
"1549","Validate DQIm and certification plan with BIDS and obtain sign off from BIDS and impacted stakeholders","","1.3.1.1.4.7.5",1,"","2009-07-13 08:00:00","2009-07-15 17:00:00","2009-07-13 08:00:00","2009-07-15 17:00:00","","",0,NULL,"14","2024-06-26 12:25:43.780091","2024-06-26 12:25:43.780091",NULL
"1550","Define Go-Live roadmap (FY10)","","1.3.1.1.4.7.6",1,"","2009-07-13 08:00:00","2009-07-17 17:00:00","2009-07-13 08:00:00","2009-07-17 17:00:00","","",0,NULL,"14","2024-06-26 12:25:43.862243","2024-06-26 12:25:43.862243",NULL
"1551","Collaborate with ODLE and define org adoption strategy","","1.3.1.1.4.7.7",1,"","2009-07-13 08:00:00","2009-07-16 17:00:00","2009-07-13 08:00:00","2009-07-16 17:00:00","","",0,NULL,"14","2024-06-26 12:25:43.947186","2024-06-26 12:25:43.947186",NULL
"1552","Communication to stakeholders","","1.3.1.1.4.8",1,"","2009-08-03 13:00:00","2009-08-10 12:00:00","2009-08-03 13:00:00","2009-08-10 12:00:00","","",0,NULL,"14","2024-06-26 12:25:44.030637","2024-06-26 12:25:44.030637",NULL
"1553","Communicate CC deliverables to stakeholders","","1.3.1.1.4.8.1",1,"","2009-08-03 13:00:00","2009-08-04 12:00:00","2009-08-03 13:00:00","2009-08-04 12:00:00","","",0,NULL,"14","2024-06-26 12:25:44.114511","2024-06-26 12:25:44.114511",NULL
"1554","Resolve any stakeholder issues","","1.3.1.1.4.8.2",1,"","2009-08-04 13:00:00","2009-08-06 12:00:00","2009-08-04 13:00:00","2009-08-06 12:00:00","","",0,NULL,"14","2024-06-26 12:25:44.19847","2024-06-26 12:25:44.19847",NULL
"1555","Complete Concept Commit slide deck","","1.3.1.1.4.8.3",1,"","2009-08-06 13:00:00","2009-08-10 12:00:00","2009-08-06 13:00:00","2009-08-10 12:00:00","","",0,NULL,"14","2024-06-26 12:25:44.282378","2024-06-26 12:25:44.282378",NULL
"1556","CONCEPT COMMIT gate - Sign Off","","1.3.1.2",1,"","2009-08-10 12:00:00","2009-08-10 12:00:00","2009-08-10 12:00:00","2009-08-10 12:00:00","","",0,NULL,"14","2024-06-26 12:25:44.366491","2024-06-26 12:25:44.366491",NULL
"1557","Communicate POC results and next steps (Launch Plan) to all stakeholders and CVCM functions","","1.3.1.3",1,"","2009-08-10 13:00:00","2009-08-13 12:00:00","2009-08-10 13:00:00","2009-08-13 12:00:00","","",0,NULL,"14","2024-06-26 12:25:44.451135","2024-06-26 12:25:44.451135",NULL
"1558","EXECUTE COMMIT PHASE","","1.3.2",1,"","2009-08-03 08:00:00","2009-10-23 17:00:00","2009-08-03 08:00:00","2009-10-23 17:00:00","","",0,NULL,"14","2024-06-26 12:25:44.534795","2024-06-26 12:25:44.534795",NULL
"1559","Using DQIm certify Org BDO","","1.3.2.1",1,"","2009-08-05 08:00:00","2009-09-15 17:00:00","2009-08-05 08:00:00","2009-09-15 17:00:00","","",0,NULL,"14","2024-06-26 12:25:44.618895","2024-06-26 12:25:44.618895",NULL
"1560","Launch Data Governance Program as per roadmap","","1.3.2.2",1,"","2009-08-03 08:00:00","2009-10-23 17:00:00","2009-08-03 08:00:00","2009-10-23 17:00:00","","",0,NULL,"14","2024-06-26 12:25:44.698623","2024-06-26 12:25:44.698623",NULL
"1561","Create project charter","","1.1",1,"","2009-04-01 08:00:00","2009-05-19 17:00:00","2009-04-01 08:00:00","2009-05-19 17:00:00","","",0,NULL,"15","2024-06-26 12:29:41.95936","2024-06-26 12:29:41.95936",NULL
"1562","Define VSE","","1.1.1",1,"","2009-04-01 08:00:00","2009-04-07 17:00:00","2009-04-01 08:00:00","2009-04-07 17:00:00","","",0,NULL,"15","2024-06-26 12:29:42.048337","2024-06-26 12:29:42.048337",NULL
"1563","Define scope of CVCM data governance program (in scope, out of scope)","","1.1.2",1,"","2009-04-28 08:00:00","2009-04-28 17:00:00","2009-04-28 08:00:00","2009-04-28 17:00:00","","",0,NULL,"15","2024-06-26 12:29:42.141392","2024-06-26 12:29:42.141392",NULL
"1564","Identify and document goals","","1.1.3",1,"","2009-04-22 08:00:00","2009-04-22 17:00:00","2009-04-22 08:00:00","2009-04-22 17:00:00","","",0,NULL,"15","2024-06-26 12:29:42.228031","2024-06-26 12:29:42.228031",NULL
"1565","Define value proposition ","","1.1.4",1,"","2009-04-27 08:00:00","2009-04-30 17:00:00","2009-04-27 08:00:00","2009-04-30 17:00:00","","",0,NULL,"15","2024-06-26 12:29:42.315793","2024-06-26 12:29:42.315793",NULL
"1566","Build business case","How do we justify this program","1.1.5",1,"","2009-04-28 08:00:00","2009-05-04 17:00:00","2009-04-28 08:00:00","2009-05-04 17:00:00","","",0,NULL,"15","2024-06-26 12:29:42.404221","2024-06-26 12:29:42.404221",NULL
"1567","Identify sponsors","","1.1.6",1,"","2009-04-21 08:00:00","2009-04-21 17:00:00","2009-04-21 08:00:00","2009-04-21 17:00:00","","",0,NULL,"15","2024-06-26 12:29:42.4914","2024-06-26 12:29:42.4914",NULL
"1568","Select team","","1.1.7",1,"","2009-04-13 08:00:00","2009-04-15 17:00:00","2009-04-13 08:00:00","2009-04-15 17:00:00","","",0,NULL,"15","2024-06-26 12:29:42.579753","2024-06-26 12:29:42.579753",NULL
